Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1279,1436,1353,1426,1517,1439,1580,1752,1763,1897,1829,1731,1881,1928,1700,1614,1451,1602,1502,1371,1578,1247,1248,1296,1236,1385,1185,1279,1386,1224,1529,1173,1257,1232,1100,1331,1074,1063,1125,967,1168,901,1035,968,858,1050,811,842,839,760,881,647,740,799,662,749,588,548,561,477,584,379,429,385,394,429,283,269,187,133,245,135,166,148,155,182,94,98,94,55,96,49,46,42,46,26,26,17,21,10,45,78118,Pindaya,MMR014006
 Yes - some difficulty,1,-,-,-,-,-,2,1,2,4,3,4,2,4,4,3,6,4,2,3,2,1,6,3,-,2,-,4,3,1,6,1,2,2,6,12,6,5,9,5,14,6,11,7,8,9,9,7,14,8,12,10,8,18,9,18,11,10,10,15,44,23,20,27,26,12,24,19,17,11,29,15,28,21,29,40,20,16,21,17,35,23,21,19,27,12,8,8,8,3,20,978,Pindaya,MMR014006
 Yes - a lot of difficulty,-,-,1,-,2,1,-,-,2,-,3,1,-,1,1,-,1,-,-,-,-,-,1,2,-,-,-,-,1,2,1,-,3,1,-,1,1,2,2,2,2,-,3,-,2,1,1,1,2,-,1,2,-,1,-,2,2,2,3,3,4,-,2,2,1,2,3,-,2,-,1,1,-,3,4,5,3,4,7,4,6,1,7,3,4,4,3,2,2,-,3,143,Pindaya,MMR014006
 Yes - cannot hear at all,-,-,-,1,-,-,-,2,1,2,-,2,1,-,1,-,-,-,-,1,1,1,1,-,-,1,-,1,3,-,-,-,1,1,-,2,-,-,2,2,-,-,-,-,1,1,3,-,-,1,2,-,3,-,2,-,1,1,1,-,1,-,1,-,-,1,-,-,-,2,-,-,-,1,-,2,1,-,1,-,2,-,-,-,-,1,1,1,-,1,5,64,Pindaya,MMR014006
 Total,1280,1436,1354,1427,1519,1440,1582,1755,1768,1903,1835,1738,1884,1933,1706,1617,1458,1606,1504,1375,1581,1249,1256,1301,1236,1388,1185,1284,1393,1227,1536,1174,1263,1236,1106,1346,1081,1070,1138,976,1184,907,1049,975,869,1061,824,850,855,769,896,659,751,818,673,769,602,561,575,495,633,402,452,414,421,444,310,288,206,146,275,151,194,173,188,229,118,118,123,76,139,73,74,64,77,43,38,28,31,14,73,79303,Pindaya,MMR014006
