Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4133,4102,4143,4375,4676,4336,4420,4708,4467,4451,4701,4753,5132,5336,5352,4840,4578,4761,5545,4910,5582,4994,5126,4847,4732,5138,4669,4585,5282,4613,5509,4198,4604,4445,4006,4545,3798,3668,4355,3673,4469,3156,4068,3658,3343,3931,3294,3095,3329,2721,3223,2359,2747,2716,2357,2665,2394,1864,2091,1679,2239,1350,1569,1557,1254,1637,1022,1257,949,649,992,496,560,554,537,793,478,386,414,231,340,219,232,221,182,205,145,97,81,59,249,266201,Thanlyin,MMR013023
 Yes - some difficulty,23,6,1,2,3,5,3,7,5,7,8,3,3,5,5,3,5,2,1,2,-,2,8,5,3,3,3,2,5,5,4,6,6,6,5,6,11,10,6,8,4,7,12,14,10,14,14,17,15,9,17,16,19,14,28,19,18,24,26,28,37,18,24,28,41,33,34,27,26,22,42,18,32,37,46,55,33,33,42,25,50,19,28,41,22,32,26,18,16,12,76,1521,Thanlyin,MMR013023
 Yes - a lot of difficulty,5,-,2,-,1,1,2,2,2,4,2,-,-,-,-,1,1,4,1,1,1,-,-,1,-,-,1,4,-,-,3,-,-,3,-,2,-,2,-,2,1,-,4,-,2,3,2,2,2,1,1,3,-,1,4,3,2,4,9,6,4,1,3,2,2,3,2,5,2,1,7,4,3,3,5,8,4,3,9,2,3,5,8,3,7,5,3,6,2,5,13,231,Thanlyin,MMR013023
 Yes - cannot hear at all,-,-,1,-,-,1,-,-,-,-,3,2,3,3,4,4,1,4,3,1,2,-,1,1,1,3,1,1,1,1,-,2,-,3,1,2,2,2,-,1,2,1,-,1,1,-,-,-,-,1,1,2,3,1,1,6,1,2,-,-,2,2,-,1,2,-,1,-,-,1,1,1,2,-,2,3,2,-,3,-,-,1,-,-,1,2,-,-,-,1,4,110,Thanlyin,MMR013023
 Total,4161,4108,4147,4377,4680,4343,4425,4717,4474,4462,4714,4758,5138,5344,5361,4848,4585,4771,5550,4914,5585,4996,5135,4854,4736,5144,4674,4592,5288,4619,5516,4206,4610,4457,4012,4555,3811,3682,4361,3684,4476,3164,4084,3673,3356,3948,3310,3114,3346,2732,3242,2380,2769,2732,2390,2693,2415,1894,2126,1713,2282,1371,1596,1588,1299,1673,1059,1289,977,673,1042,519,597,594,590,859,517,422,468,258,393,244,268,265,212,244,174,121,99,77,342,268063,Thanlyin,MMR013023
