Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1601,1687,1648,1819,1977,1858,1852,1899,1838,1837,2045,2045,2180,2149,1980,1869,1675,1636,1633,1534,1809,1425,1492,1485,1372,1600,1435,1489,1620,1447,1717,1338,1544,1648,1320,1775,1392,1356,1602,1435,1613,1146,1524,1320,1255,1523,1358,1153,1454,1148,1515,1216,1297,1315,1180,1322,1130,983,1098,902,1261,814,774,721,601,600,428,414,297,239,376,232,347,352,350,496,316,225,258,158,238,135,151,115,111,127,67,49,38,33,98,102936,Yekyi,MMR017006
 Yes - some difficulty,29,5,4,-,2,6,1,3,6,6,3,3,8,6,7,5,5,3,1,2,6,1,4,2,2,6,2,4,6,5,4,7,5,2,6,11,2,8,6,5,10,8,12,13,9,11,9,8,14,15,33,19,23,26,16,24,21,22,27,21,52,34,22,34,34,39,35,30,24,15,44,17,38,48,53,96,54,34,70,56,60,46,43,54,35,53,25,24,14,13,46,1782,Yekyi,MMR017006
 Yes - a lot of difficulty,7,1,1,1,-,-,1,1,1,-,1,-,-,1,1,-,1,-,1,1,3,1,3,-,1,-,2,-,1,1,2,1,-,2,1,2,-,-,2,2,3,1,1,-,3,1,1,3,1,2,1,1,1,7,1,4,1,4,1,2,5,4,3,4,1,6,1,4,3,4,2,1,2,4,3,9,8,5,8,7,15,3,11,5,8,9,8,5,3,1,8,242,Yekyi,MMR017006
 Yes - cannot hear at all,2,-,-,-,1,-,1,3,3,1,-,-,1,1,1,-,-,1,1,1,3,-,-,-,1,1,-,-,-,-,2,-,1,6,3,1,-,-,1,-,1,2,2,1,1,1,2,-,-,-,2,3,1,-,1,2,2,4,3,1,2,1,2,1,1,-,1,2,1,1,-,-,3,3,4,2,1,-,1,-,2,2,3,1,-,-,5,-,1,1,4,110,Yekyi,MMR017006
 Total,1639,1693,1653,1820,1980,1864,1855,1906,1848,1844,2049,2048,2189,2157,1989,1874,1681,1640,1636,1538,1821,1427,1499,1487,1376,1607,1439,1493,1627,1453,1725,1346,1550,1658,1330,1789,1394,1364,1611,1442,1627,1157,1539,1334,1268,1536,1370,1164,1469,1165,1551,1239,1322,1348,1198,1352,1154,1013,1129,926,1320,853,801,760,637,645,465,450,325,259,422,250,390,407,410,603,379,264,337,221,315,186,208,175,154,189,105,78,56,48,156,105070,Yekyi,MMR017006
