Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,207,350,252,242,245,252,249,264,255,270,285,299,313,377,421,440,483,581,691,649,822,712,740,740,615,656,572,554,545,488,655,409,445,402,419,419,368,366,447,372,422,356,410,398,404,428,387,421,452,372,388,348,387,406,376,399,367,340,358,333,346,239,244,253,210,236,181,200,177,161,166,84,140,137,106,147,118,70,101,66,83,55,46,49,48,38,32,24,16,17,56,29469,Kyauktada,MMR013033
 Yes - some difficulty,-,-,-,-,1,-,-,-,-,-,-,-,1,1,-,-,1,1,1,-,-,-,1,1,-,1,-,2,1,-,1,1,2,-,-,-,-,-,-,1,1,2,4,-,2,3,3,2,2,2,1,2,1,4,2,5,6,6,5,4,3,4,7,3,3,4,4,6,5,3,8,8,2,11,11,7,14,6,18,11,14,9,9,9,8,12,5,5,7,2,26,318,Kyauktada,MMR013033
 Yes - a lot of difficulty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,2,-,-,-,2,-,2,1,1,-,-,2,-,1,-,1,-,-,1,1,1,1,-,-,1,3,-,5,2,3,1,2,2,-,1,1,1,5,48,Kyauktada,MMR013033
 Yes - cannot hear at all,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,1,1,-,-,1,1,2,2,-,1,-,-,-,-,-,-,-,-,-,1,18,Kyauktada,MMR013033
 Total,207,350,252,242,246,252,249,264,255,270,286,299,314,378,423,440,484,582,692,649,822,712,741,741,615,657,572,556,547,489,656,411,447,402,419,419,368,366,447,373,423,358,414,399,406,431,390,423,455,374,389,351,389,413,378,404,373,348,363,339,350,244,251,257,215,240,187,206,183,164,174,94,144,149,118,155,133,79,124,77,103,66,58,59,58,52,37,30,24,20,88,29853,Kyauktada,MMR013033
