Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3126,3222,3219,3614,3685,3539,3629,3915,3644,3865,3803,3816,4180,4564,4261,4298,4134,4358,4884,4426,5208,3967,4037,3955,3471,4394,3358,3835,4092,3661,4862,3509,3851,3852,3073,4543,2862,3507,3587,2989,4059,2729,3636,3297,2666,4240,2527,3033,2994,2405,3462,2302,2710,2611,2186,3113,1884,1979,1839,1459,2242,1286,1470,1558,1153,1936,940,1434,924,659,1298,580,755,712,493,1095,452,554,611,302,623,298,319,294,223,339,139,189,123,90,345,233362,Shwebo,MMR005004
 Yes - some difficulty,4,1,-,3,2,2,1,10,2,4,3,2,4,5,2,2,5,1,5,3,7,2,3,1,6,2,5,5,5,5,8,3,3,6,5,8,1,2,3,6,8,10,4,13,11,20,5,15,5,11,18,10,14,12,20,27,17,21,21,13,34,22,21,25,39,41,32,44,36,22,65,27,33,46,44,86,29,43,58,37,88,55,55,48,36,65,42,34,27,25,109,1790,Shwebo,MMR005004
 Yes - a lot of difficulty,1,-,-,1,2,-,-,2,-,1,1,1,-,1,1,3,2,1,-,1,2,1,2,1,1,-,2,1,-,1,-,1,1,1,1,2,1,2,3,-,2,3,-,3,-,1,1,4,1,1,1,1,2,1,2,1,2,4,1,2,4,1,2,6,4,5,2,3,-,3,8,3,5,1,3,13,8,3,4,2,10,8,5,7,5,5,4,8,7,1,27,241,Shwebo,MMR005004
 Yes - cannot hear at all,-,1,-,-,1,1,1,-,1,1,1,1,-,4,3,2,2,6,1,2,1,3,3,1,1,1,-,2,2,1,1,3,1,3,-,1,1,1,2,1,-,1,1,-,5,3,3,1,2,-,4,1,1,1,-,2,-,1,-,3,4,3,-,2,-,2,1,1,1,1,5,-,2,-,1,2,-,4,3,1,2,-,4,2,3,6,2,3,-,1,7,149,Shwebo,MMR005004
 Total,3131,3224,3219,3618,3690,3542,3631,3927,3647,3871,3808,3820,4184,4574,4267,4305,4143,4366,4890,4432,5218,3973,4045,3958,3479,4397,3365,3843,4099,3668,4871,3516,3856,3862,3079,4554,2865,3512,3595,2996,4069,2743,3641,3313,2682,4264,2536,3053,3002,2417,3485,2314,2727,2625,2208,3143,1903,2005,1861,1477,2284,1312,1493,1591,1196,1984,975,1482,961,685,1376,610,795,759,541,1196,489,604,676,342,723,361,383,351,267,415,187,234,157,117,488,235542,Shwebo,MMR005004
