Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1677,1889,1843,1850,2067,2171,2264,2166,2235,2285,2287,2338,2377,2479,2390,2234,1761,1813,1776,1569,1856,1540,1519,1553,1425,1761,1413,1722,1972,1731,2112,1719,1757,1793,1535,2067,1618,1596,1863,1704,1809,1303,1894,1583,1420,1699,1384,1294,1446,1177,1285,1069,1185,1175,1042,1265,933,883,876,701,937,602,722,690,531,678,525,517,397,213,336,196,222,251,220,370,191,151,190,98,174,84,116,89,68,75,54,41,40,27,71,110026,Kungyangon,MMR013029
 Yes - some difficulty,1,-,1,2,2,3,7,2,5,9,12,7,6,4,2,10,6,-,4,1,6,4,5,1,-,4,6,3,4,8,7,6,8,11,9,7,7,4,12,12,14,4,11,7,8,14,12,16,17,16,21,13,12,13,20,22,22,18,30,19,25,24,28,24,22,31,23,36,33,16,31,21,23,23,37,46,33,24,36,18,25,27,30,29,20,28,16,16,11,9,37,1319,Kungyangon,MMR013029
 Yes - a lot of difficulty,3,-,-,-,1,2,-,1,-,4,-,-,1,-,1,-,2,2,-,-,-,-,2,-,2,1,-,-,1,2,3,-,2,1,1,1,1,2,1,1,3,3,1,1,1,1,3,3,1,-,-,2,-,-,2,2,4,1,2,2,2,-,4,1,4,4,5,4,5,1,4,2,2,8,5,2,4,3,6,1,3,1,3,5,1,5,2,2,2,2,8,171,Kungyangon,MMR013029
 Yes - cannot hear at all,-,-,-,-,2,1,1,2,-,6,2,-,2,-,-,-,1,1,1,-,6,1,-,-,-,4,2,-,-,1,2,-,1,8,1,1,-,1,-,2,2,-,1,1,-,2,3,1,2,2,1,2,2,1,1,1,1,-,1,-,-,2,-,2,-,-,-,1,3,1,2,-,1,3,2,1,1,2,1,1,2,-,2,3,1,-,-,1,2,3,6,116,Kungyangon,MMR013029
 Total,1681,1889,1844,1852,2072,2177,2272,2171,2240,2304,2301,2345,2386,2483,2393,2244,1770,1816,1781,1570,1868,1545,1526,1554,1427,1770,1421,1725,1977,1742,2124,1725,1768,1813,1546,2076,1626,1603,1876,1719,1828,1310,1907,1592,1429,1716,1402,1314,1466,1195,1307,1086,1199,1189,1065,1290,960,902,909,722,964,628,754,717,557,713,553,558,438,231,373,219,248,285,264,419,229,180,233,118,204,112,151,126,90,108,72,60,55,41,122,111632,Kungyangon,MMR013029
