Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1537,1498,1505,1627,1802,1696,1733,1813,1602,1734,1836,1809,1992,2049,1941,1827,1647,1893,2064,1736,1995,1764,1851,1864,1601,2038,1650,1761,1875,1630,2118,1697,1744,1808,1618,2096,1645,1781,1939,1716,1907,1339,1956,1723,1458,1804,1539,1584,1722,1374,1747,1393,1457,1636,1321,1678,1370,1277,1319,1044,1492,1069,986,926,727,936,614,647,430,284,441,275,377,395,315,545,283,280,329,193,353,209,192,188,143,153,116,58,33,34,142,115345,Gyobingauk,MMR008014
 Yes - some difficulty,2,-,-,2,-,4,3,-,3,2,-,3,2,3,2,1,3,1,2,-,6,1,7,4,1,4,4,2,6,4,3,1,3,4,6,5,4,9,7,6,9,5,9,3,5,4,12,16,10,13,20,13,12,21,16,18,22,21,27,28,32,23,27,29,34,51,32,45,32,18,43,35,58,50,48,90,62,50,66,41,79,47,48,49,44,50,28,20,28,14,60,1737,Gyobingauk,MMR008014
 Yes - a lot of difficulty,-,-,-,1,-,3,1,-,-,3,-,1,2,1,1,1,1,1,-,-,-,-,-,-,1,-,1,-,1,-,-,-,3,-,1,1,1,1,-,1,-,-,1,1,1,-,-,-,4,1,-,2,1,3,2,1,5,1,7,2,8,5,5,1,2,5,3,5,6,4,3,3,6,5,7,8,3,3,13,7,11,6,8,10,7,7,9,3,4,5,16,247,Gyobingauk,MMR008014
 Yes - cannot hear at all,-,-,1,-,-,-,-,2,-,2,2,-,3,2,-,-,-,-,1,-,2,-,1,1,1,2,-,1,2,-,2,1,1,3,2,1,1,-,1,1,-,-,2,-,1,3,-,1,2,1,1,1,-,2,-,1,-,-,2,-,1,2,2,1,1,3,2,1,-,1,2,-,1,1,-,1,3,-,1,4,5,2,2,2,4,1,2,1,-,1,4,104,Gyobingauk,MMR008014
 Total,1539,1498,1506,1630,1802,1703,1737,1815,1605,1741,1838,1813,1999,2055,1944,1829,1651,1895,2067,1736,2003,1765,1859,1869,1604,2044,1655,1764,1884,1634,2123,1699,1751,1815,1627,2103,1651,1791,1947,1724,1916,1344,1968,1727,1465,1811,1551,1601,1738,1389,1768,1409,1470,1662,1339,1698,1397,1299,1355,1074,1533,1099,1020,957,764,995,651,698,468,307,489,313,442,451,370,644,351,333,409,245,448,264,250,249,198,211,155,82,65,54,222,117433,Gyobingauk,MMR008014
