Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3800,3787,3859,4009,4284,3662,4026,4337,3877,3775,3986,3843,4357,4945,4847,4354,4673,5167,6372,5417,6672,5148,5435,5340,4870,5718,4607,4675,5090,4552,5866,3808,4356,4036,3476,4520,3283,3351,3907,3074,3864,2561,3248,3129,2266,3578,2144,2392,2444,1816,2392,1552,1779,1857,1446,1958,1353,1378,1360,963,1487,803,1013,1090,805,1284,604,934,607,396,702,342,401,424,315,579,329,278,306,126,292,116,157,155,113,149,78,77,59,49,189,236900,Pyigyidagun,MMR010005
 Yes - some difficulty,-,-,-,1,-,1,2,1,6,5,1,4,3,3,4,5,2,7,4,6,5,1,4,4,4,4,4,5,2,2,4,2,2,5,6,7,2,2,8,1,9,3,4,6,4,6,2,10,3,5,4,7,5,6,6,7,12,6,7,7,11,8,9,13,7,16,10,16,14,11,15,14,13,9,12,24,15,10,9,3,21,12,6,8,9,11,10,7,6,4,25,606,Pyigyidagun,MMR010005
 Yes - a lot of difficulty,-,-,-,1,-,1,-,-,1,-,-,1,1,3,-,1,-,1,-,-,2,1,1,-,-,1,-,-,-,-,1,1,1,1,1,-,-,-,2,-,1,-,-,-,1,-,-,1,1,1,-,-,-,-,1,-,1,-,1,1,2,1,3,1,3,1,3,2,2,1,2,1,3,2,-,3,3,1,4,1,3,-,1,2,3,2,1,2,3,-,4,91,Pyigyidagun,MMR010005
 Yes - cannot hear at all,-,-,-,1,2,1,2,4,1,3,4,-,4,3,1,-,2,2,2,3,1,1,3,1,5,3,1,4,4,1,2,1,1,-,-,-,2,1,2,2,-,-,1,-,-,2,1,2,-,1,1,-,2,-,1,-,-,-,2,-,1,-,1,-,-,2,-,2,1,2,-,1,1,-,-,1,-,-,1,-,-,-,-,-,-,2,-,1,-,1,1,101,Pyigyidagun,MMR010005
 Total,3800,3787,3859,4012,4286,3665,4030,4342,3885,3783,3991,3848,4365,4954,4852,4360,4677,5177,6378,5426,6680,5151,5443,5345,4879,5726,4612,4684,5096,4555,5873,3812,4360,4042,3483,4527,3287,3354,3919,3077,3874,2564,3253,3135,2271,3586,2147,2405,2448,1823,2397,1559,1786,1863,1454,1965,1366,1384,1370,971,1501,812,1026,1104,815,1303,617,954,624,410,719,358,418,435,327,607,347,289,320,130,316,128,164,165,125,164,89,87,68,54,219,237698,Pyigyidagun,MMR010005
