Disability_hearing,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,897,742,763,852,954,838,899,915,956,997,972,849,1025,1028,1010,908,799,870,972,867,1037,799,916,894,764,990,810,849,894,805,1032,724,866,840,725,882,690,780,809,639,834,608,717,585,518,692,428,497,503,374,515,351,419,385,320,430,311,310,294,196,308,176,203,205,175,211,114,142,105,82,169,65,64,77,64,101,38,35,40,29,44,22,15,17,11,19,11,10,8,1,39,46745,Mabane,MMR015018
 Yes - some difficulty,-,-,-,-,-,-,-,2,2,-,1,2,3,1,4,-,2,2,1,1,1,-,-,2,-,-,1,2,1,-,2,3,1,4,1,-,3,2,3,4,5,2,3,2,4,3,2,2,2,5,7,7,5,10,5,14,9,8,8,4,25,9,13,17,18,21,9,23,14,6,25,11,11,23,14,25,14,10,12,5,12,5,8,10,4,7,6,6,2,6,10,539,Mabane,MMR015018
 Yes - a lot of difficulty,-,-,-,-,-,-,-,-,-,-,1,-,-,3,-,-,1,1,-,-,-,-,-,1,-,1,1,-,-,-,2,-,-,1,-,-,-,-,-,-,2,1,2,-,1,-,1,-,1,3,1,1,1,1,-,-,2,1,1,-,3,1,-,-,1,2,3,3,1,-,1,1,1,2,2,3,2,-,4,1,5,1,1,2,2,1,4,1,1,-,5,85,Mabane,MMR015018
 Yes - cannot hear at all,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,1,-,1,1,-,1,2,-,-,-,-,1,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,2,-,3,-,-,-,2,-,1,-,-,1,1,-,-,-,1,-,2,29,Mabane,MMR015018
 Total,897,742,763,852,954,838,899,917,958,998,974,851,1028,1032,1015,908,803,873,974,869,1038,800,918,897,764,991,812,852,895,805,1036,728,867,845,727,882,693,783,812,643,841,611,722,587,524,695,431,499,506,382,523,359,425,396,325,444,322,319,303,200,336,186,216,223,194,235,126,168,121,88,195,77,78,102,83,129,54,45,58,35,62,28,24,30,18,27,21,17,12,7,56,47398,Mabane,MMR015018
