Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,279,142,421,Dala,MMR013030
 Bungalow/Brick house,582,54,636,Dala,MMR013030
 Semi-pacca house,1104,174,1278,Dala,MMR013030
 Wooden house,13623,5326,18949,Dala,MMR013030
 Bamboo,8791,6407,15198,Dala,MMR013030
 Hut 2 - 3 years,311,178,489,Dala,MMR013030
 Hut 1 year,389,126,515,Dala,MMR013030
 Other,252,174,426,Dala,MMR013030
 Total,25331,12581,37912,Dala,MMR013030
