Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,204,1171,1375,Kyaikto,MMR011009
 Bungalow/Brick house,949,1338,2287,Kyaikto,MMR011009
 Semi-pacca house,765,1916,2681,Kyaikto,MMR011009
 Wooden house,3930,15143,19073,Kyaikto,MMR011009
 Bamboo,1421,8985,10406,Kyaikto,MMR011009
 Hut 2 - 3 years,142,1054,1196,Kyaikto,MMR011009
 Hut 1 year,41,641,682,Kyaikto,MMR011009
 Other,64,324,388,Kyaikto,MMR011009
 Total,7516,30572,38088,Kyaikto,MMR011009
