Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,136,781,917,An,MMR012014
 Bungalow/Brick house,99,119,218,An,MMR012014
 Semi-pacca house,136,262,398,An,MMR012014
 Wooden house,782,14471,15253,An,MMR012014
 Bamboo,663,9265,9928,An,MMR012014
 Hut 2 - 3 years,19,388,407,An,MMR012014
 Hut 1 year,35,151,186,An,MMR012014
 Other,8,44,52,An,MMR012014
 Total,1878,25481,27359,An,MMR012014
