Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,69,31,100,Kyaiklatt,MMR017025
 Bungalow/Brick house,507,343,850,Kyaiklatt,MMR017025
 Semi-pacca house,448,612,1060,Kyaiklatt,MMR017025
 Wooden house,2606,12251,14857,Kyaiklatt,MMR017025
 Bamboo,1664,22579,24243,Kyaiklatt,MMR017025
 Hut 2 - 3 years,77,1387,1464,Kyaiklatt,MMR017025
 Hut 1 year,34,901,935,Kyaiklatt,MMR017025
 Other,12,227,239,Kyaiklatt,MMR017025
 Total,5417,38331,43748,Kyaiklatt,MMR017025
