Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,284,213,497,Shwegyin,MMR007008
 Bungalow/Brick house,538,176,714,Shwegyin,MMR007008
 Semi-pacca house,445,394,839,Shwegyin,MMR007008
 Wooden house,3055,10080,13135,Shwegyin,MMR007008
 Bamboo,474,4977,5451,Shwegyin,MMR007008
 Hut 2 - 3 years,35,564,599,Shwegyin,MMR007008
 Hut 1 year,16,401,417,Shwegyin,MMR007008
 Other,18,112,130,Shwegyin,MMR007008
 Total,4865,16917,21782,Shwegyin,MMR007008
