Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,15372,-,15372,Sangyoung,MMR013039
 Bungalow/Brick house,964,-,964,Sangyoung,MMR013039
 Semi-pacca house,1585,-,1585,Sangyoung,MMR013039
 Wooden house,2607,-,2607,Sangyoung,MMR013039
 Bamboo,22,-,22,Sangyoung,MMR013039
 Hut 2 - 3 years,39,-,39,Sangyoung,MMR013039
 Hut 1 year,10,-,10,Sangyoung,MMR013039
 Other,36,-,36,Sangyoung,MMR013039
 Total,20635,-,20635,Sangyoung,MMR013039
