Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,45,40,85,Minesan(Monsan)(ST),MMR014017
 Bungalow/Brick house,11,104,115,Minesan(Monsan)(ST),MMR014017
 Semi-pacca house,111,166,277,Minesan(Monsan)(ST),MMR014017
 Wooden house,82,2042,2124,Minesan(Monsan)(ST),MMR014017
 Bamboo,251,1529,1780,Minesan(Monsan)(ST),MMR014017
 Hut 2 - 3 years,3,21,24,Minesan(Monsan)(ST),MMR014017
 Hut 1 year,4,14,18,Minesan(Monsan)(ST),MMR014017
 Other,-,2243,2243,Minesan(Monsan)(ST),MMR014017
 Total,507,6159,6666,Minesan(Monsan)(ST),MMR014017
