Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,291,1291,1582,Kyaukse,MMR010013
 Bungalow/Brick house,1718,3117,4835,Kyaukse,MMR010013
 Semi-pacca house,648,1877,2525,Kyaukse,MMR010013
 Wooden house,1070,4775,5845,Kyaukse,MMR010013
 Bamboo,4718,37585,42303,Kyaukse,MMR010013
 Hut 2 - 3 years,28,323,351,Kyaukse,MMR010013
 Hut 1 year,8,162,170,Kyaukse,MMR010013
 Other,10,144,154,Kyaukse,MMR010013
 Total,8491,49274,57765,Kyaukse,MMR010013
