Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,42,520,562,Oatwin,MMR007013
 Bungalow/Brick house,294,1435,1729,Oatwin,MMR007013
 Semi-pacca house,277,2528,2805,Oatwin,MMR007013
 Wooden house,1555,18050,19605,Oatwin,MMR007013
 Bamboo,900,9873,10773,Oatwin,MMR007013
 Hut 2 - 3 years,14,765,779,Oatwin,MMR007013
 Hut 1 year,11,323,334,Oatwin,MMR007013
 Other,116,167,283,Oatwin,MMR007013
 Total,3209,33661,36870,Oatwin,MMR007013
