Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,61,435,496,Myitthar,MMR010015
 Bungalow/Brick house,425,1969,2394,Myitthar,MMR010015
 Semi-pacca house,312,1647,1959,Myitthar,MMR010015
 Wooden house,433,4483,4916,Myitthar,MMR010015
 Bamboo,3077,32690,35767,Myitthar,MMR010015
 Hut 2 - 3 years,15,336,351,Myitthar,MMR010015
 Hut 1 year,1,54,55,Myitthar,MMR010015
 Other,22,57,79,Myitthar,MMR010015
 Total,4346,41671,46017,Myitthar,MMR010015
