Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,23,202,225,Ingapu,MMR017013
 Bungalow/Brick house,148,239,387,Ingapu,MMR017013
 Semi-pacca house,230,483,713,Ingapu,MMR017013
 Wooden house,2227,26967,29194,Ingapu,MMR017013
 Bamboo,856,24647,25503,Ingapu,MMR017013
 Hut 2 - 3 years,8,573,581,Ingapu,MMR017013
 Hut 1 year,15,432,447,Ingapu,MMR017013
 Other,71,108,179,Ingapu,MMR017013
 Total,3578,53651,57229,Ingapu,MMR017013
