Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,221,222,443,Hinthada,MMR017008
 Bungalow/Brick house,1839,723,2562,Hinthada,MMR017008
 Semi-pacca house,1167,940,2107,Hinthada,MMR017008
 Wooden house,9161,19560,28721,Hinthada,MMR017008
 Bamboo,7112,44174,51286,Hinthada,MMR017008
 Hut 2 - 3 years,155,335,490,Hinthada,MMR017008
 Hut 1 year,71,295,366,Hinthada,MMR017008
 Other,103,51,154,Hinthada,MMR017008
 Total,19829,66300,86129,Hinthada,MMR017008
