Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,298,375,673,Ye,MMR011006
 Bungalow/Brick house,544,864,1408,Ye,MMR011006
 Semi-pacca house,552,1409,1961,Ye,MMR011006
 Wooden house,3307,13614,16921,Ye,MMR011006
 Bamboo,1215,6559,7774,Ye,MMR011006
 Hut 2 - 3 years,70,676,746,Ye,MMR011006
 Hut 1 year,17,311,328,Ye,MMR011006
 Other,110,70,180,Ye,MMR011006
 Total,6113,23878,29991,Ye,MMR011006
