Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,135,51,186,Mogok,MMR010011
 Bungalow/Brick house,1893,1333,3226,Mogok,MMR010011
 Semi-pacca house,2704,2138,4842,Mogok,MMR010011
 Wooden house,2961,3641,6602,Mogok,MMR010011
 Bamboo,8820,10479,19299,Mogok,MMR010011
 Hut 2 - 3 years,41,189,230,Mogok,MMR010011
 Hut 1 year,4,48,52,Mogok,MMR010011
 Other,128,682,810,Mogok,MMR010011
 Total,16686,18561,35247,Mogok,MMR010011
