Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,186,413,599,Minephyat,MMR016010
 Bungalow/Brick house,569,346,915,Minephyat,MMR016010
 Semi-pacca house,184,341,525,Minephyat,MMR016010
 Wooden house,211,1818,2029,Minephyat,MMR016010
 Bamboo,159,1804,1963,Minephyat,MMR016010
 Hut 2 - 3 years,8,76,84,Minephyat,MMR016010
 Hut 1 year,-,12,12,Minephyat,MMR016010
 Other,6,32,38,Minephyat,MMR016010
 Total,1323,4842,6165,Minephyat,MMR016010
