Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,2651,990,3641,Pobbathiri,MMR018005
 Bungalow/Brick house,1409,588,1997,Pobbathiri,MMR018005
 Semi-pacca house,530,715,1245,Pobbathiri,MMR018005
 Wooden house,4509,9118,13627,Pobbathiri,MMR018005
 Bamboo,913,5444,6357,Pobbathiri,MMR018005
 Hut 2 - 3 years,131,225,356,Pobbathiri,MMR018005
 Hut 1 year,76,169,245,Pobbathiri,MMR018005
 Other,29,119,148,Pobbathiri,MMR018005
 Total,10248,17368,27616,Pobbathiri,MMR018005
