Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Wooden house,81,228,309,Htanparkway(ST),MMR005036
 Bamboo,37,404,441,Htanparkway(ST),MMR005036
 Hut 1 year,9,-,9,Htanparkway(ST),MMR005036
 Other,1,1,2,Htanparkway(ST),MMR005036
 Total,128,633,761,Htanparkway(ST),MMR005036
