Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,-,3,3,Palae,MMR005019
 Bungalow/Brick house,43,361,404,Palae,MMR005019
 Semi-pacca house,48,1054,1102,Palae,MMR005019
 Wooden house,488,12569,13057,Palae,MMR005019
 Bamboo,345,16959,17304,Palae,MMR005019
 Hut 2 - 3 years,6,383,389,Palae,MMR005019
 Hut 1 year,-,54,54,Palae,MMR005019
 Other,1,48,49,Palae,MMR005019
 Total,931,31431,32362,Palae,MMR005019
