Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,27,10,37,Manhero(ST),MMR015009
 Bungalow/Brick house,85,320,405,Manhero(ST),MMR015009
 Semi-pacca house,36,71,107,Manhero(ST),MMR015009
 Wooden house,9,106,115,Manhero(ST),MMR015009
 Bamboo,125,419,544,Manhero(ST),MMR015009
 Other,64,371,435,Manhero(ST),MMR015009
 Total,346,1297,1643,Manhero(ST),MMR015009
