Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,100,12,112,Ye U,MMR005009
 Bungalow/Brick house,462,511,973,Ye U,MMR005009
 Semi-pacca house,376,953,1329,Ye U,MMR005009
 Wooden house,928,13574,14502,Ye U,MMR005009
 Bamboo,2076,6554,8630,Ye U,MMR005009
 Hut 2 - 3 years,7,680,687,Ye U,MMR005009
 Hut 1 year,10,62,72,Ye U,MMR005009
 Other,6,62,68,Ye U,MMR005009
 Total,3965,22408,26373,Ye U,MMR005009
