Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,213,13,226,Homalin,MMR005034
 Bungalow/Brick house,260,188,448,Homalin,MMR005034
 Semi-pacca house,260,633,893,Homalin,MMR005034
 Wooden house,2388,23976,26364,Homalin,MMR005034
 Bamboo,392,6255,6647,Homalin,MMR005034
 Hut 2 - 3 years,30,659,689,Homalin,MMR005034
 Hut 1 year,27,318,345,Homalin,MMR005034
 Other,5,126,131,Homalin,MMR005034
 Total,3575,32168,35743,Homalin,MMR005034
