Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,11,505,516,Bokepyin,MMR006010
 Bungalow/Brick house,50,110,160,Bokepyin,MMR006010
 Semi-pacca house,71,202,273,Bokepyin,MMR006010
 Wooden house,588,4551,5139,Bokepyin,MMR006010
 Bamboo,289,1824,2113,Bokepyin,MMR006010
 Hut 2 - 3 years,4,399,403,Bokepyin,MMR006010
 Hut 1 year,3,129,132,Bokepyin,MMR006010
 Other,31,109,140,Bokepyin,MMR006010
 Total,1047,7829,8876,Bokepyin,MMR006010
