Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,11,258,269,Kyaikemaraw,MMR011002
 Bungalow/Brick house,118,2775,2893,Kyaikemaraw,MMR011002
 Semi-pacca house,246,4469,4715,Kyaikemaraw,MMR011002
 Wooden house,1641,23060,24701,Kyaikemaraw,MMR011002
 Bamboo,146,3464,3610,Kyaikemaraw,MMR011002
 Hut 2 - 3 years,11,1601,1612,Kyaikemaraw,MMR011002
 Hut 1 year,2,639,641,Kyaikemaraw,MMR011002
 Other,1,446,447,Kyaikemaraw,MMR011002
 Total,2176,36712,38888,Kyaikemaraw,MMR011002
