Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,2,624,626,Thabeikkyin,MMR010012
 Bungalow/Brick house,26,930,956,Thabeikkyin,MMR010012
 Semi-pacca house,58,995,1053,Thabeikkyin,MMR010012
 Wooden house,281,3651,3932,Thabeikkyin,MMR010012
 Bamboo,737,17268,18005,Thabeikkyin,MMR010012
 Hut 2 - 3 years,48,610,658,Thabeikkyin,MMR010012
 Hut 1 year,17,239,256,Thabeikkyin,MMR010012
 Other,19,244,263,Thabeikkyin,MMR010012
 Total,1188,24561,25749,Thabeikkyin,MMR010012
