Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,25,3,28,Maei(ST),MMR012016
 Bungalow/Brick house,15,5,20,Maei(ST),MMR012016
 Semi-pacca house,42,33,75,Maei(ST),MMR012016
 Wooden house,819,7276,8095,Maei(ST),MMR012016
 Bamboo,306,1204,1510,Maei(ST),MMR012016
 Hut 2 - 3 years,1,170,171,Maei(ST),MMR012016
 Hut 1 year,7,35,42,Maei(ST),MMR012016
 Other,-,12,12,Maei(ST),MMR012016
 Total,1215,8738,9953,Maei(ST),MMR012016
