Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,17,68,85,Myanaung,MMR017011
 Bungalow/Brick house,546,497,1043,Myanaung,MMR017011
 Semi-pacca house,581,1695,2276,Myanaung,MMR017011
 Wooden house,3675,30130,33805,Myanaung,MMR017011
 Bamboo,1186,19568,20754,Myanaung,MMR017011
 Hut 2 - 3 years,17,1107,1124,Myanaung,MMR017011
 Hut 1 year,21,692,713,Myanaung,MMR017011
 Other,6,114,120,Myanaung,MMR017011
 Total,6049,53871,59920,Myanaung,MMR017011
