Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,258,31,289,Namtu,MMR015015
 Bungalow/Brick house,337,795,1132,Namtu,MMR015015
 Semi-pacca house,702,644,1346,Namtu,MMR015015
 Wooden house,941,1344,2285,Namtu,MMR015015
 Bamboo,916,5171,6087,Namtu,MMR015015
 Hut 2 - 3 years,37,224,261,Namtu,MMR015015
 Hut 1 year,7,32,39,Namtu,MMR015015
 Other,59,143,202,Namtu,MMR015015
 Total,3257,8384,11641,Namtu,MMR015015
