Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,16,26,42,Yekyi,MMR017006
 Bungalow/Brick house,228,163,391,Yekyi,MMR017006
 Semi-pacca house,150,363,513,Yekyi,MMR017006
 Wooden house,1583,10283,11866,Yekyi,MMR017006
 Bamboo,781,14049,14830,Yekyi,MMR017006
 Hut 2 - 3 years,3,69,72,Yekyi,MMR017006
 Hut 1 year,4,70,74,Yekyi,MMR017006
 Other,1,13,14,Yekyi,MMR017006
 Total,2766,25036,27802,Yekyi,MMR017006
