Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,1095,1499,2594,Kengtung,MMR016001
 Bungalow/Brick house,4951,3391,8342,Kengtung,MMR016001
 Semi-pacca house,1212,2240,3452,Kengtung,MMR016001
 Wooden house,876,9964,10840,Kengtung,MMR016001
 Bamboo,148,6209,6357,Kengtung,MMR016001
 Hut 2 - 3 years,96,314,410,Kengtung,MMR016001
 Hut 1 year,44,86,130,Kengtung,MMR016001
 Other,680,1291,1971,Kengtung,MMR016001
 Total,9102,24994,34096,Kengtung,MMR016001
