Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,466,1634,2100,Myeik,MMR006005
 Bungalow/Brick house,3387,1782,5169,Myeik,MMR006005
 Semi-pacca house,2413,1641,4054,Myeik,MMR006005
 Wooden house,10188,15073,25261,Myeik,MMR006005
 Bamboo,4979,11179,16158,Myeik,MMR006005
 Hut 2 - 3 years,47,1030,1077,Myeik,MMR006005
 Hut 1 year,16,271,287,Myeik,MMR006005
 Other,52,191,243,Myeik,MMR006005
 Total,21548,32801,54349,Myeik,MMR006005
