Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,88,1249,1337,Thazi,MMR010030
 Bungalow/Brick house,787,2447,3234,Thazi,MMR010030
 Semi-pacca house,439,2680,3119,Thazi,MMR010030
 Wooden house,2211,14901,17112,Thazi,MMR010030
 Bamboo,1192,18408,19600,Thazi,MMR010030
 Hut 2 - 3 years,-,342,342,Thazi,MMR010030
 Hut 1 year,1,114,115,Thazi,MMR010030
 Other,2,31,33,Thazi,MMR010030
 Total,4720,40172,44892,Thazi,MMR010030
