Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,562,468,1030,Amarapura,MMR010006
 Bungalow/Brick house,1579,2902,4481,Amarapura,MMR010006
 Semi-pacca house,1081,1505,2586,Amarapura,MMR010006
 Wooden house,5285,8097,13382,Amarapura,MMR010006
 Bamboo,7879,18664,26543,Amarapura,MMR010006
 Hut 2 - 3 years,126,577,703,Amarapura,MMR010006
 Hut 1 year,45,646,691,Amarapura,MMR010006
 Other,73,137,210,Amarapura,MMR010006
 Total,16630,32996,49626,Amarapura,MMR010006
