Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,21,101,122,Htantapin,MMR007014
 Bungalow/Brick house,173,774,947,Htantapin,MMR007014
 Semi-pacca house,325,1559,1884,Htantapin,MMR007014
 Wooden house,961,12539,13500,Htantapin,MMR007014
 Bamboo,792,8780,9572,Htantapin,MMR007014
 Hut 2 - 3 years,67,357,424,Htantapin,MMR007014
 Hut 1 year,20,174,194,Htantapin,MMR007014
 Other,17,121,138,Htantapin,MMR007014
 Total,2376,24405,26781,Htantapin,MMR007014
