Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,7,261,268,Momeik,MMR015017
 Bungalow/Brick house,251,307,558,Momeik,MMR015017
 Semi-pacca house,277,725,1002,Momeik,MMR015017
 Wooden house,262,2334,2596,Momeik,MMR015017
 Bamboo,1411,7603,9014,Momeik,MMR015017
 Hut 2 - 3 years,15,115,130,Momeik,MMR015017
 Hut 1 year,-,41,41,Momeik,MMR015017
 Other,10,33,43,Momeik,MMR015017
 Total,2233,11419,13652,Momeik,MMR015017
