Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,2096,-,2096,North Okkalapa,MMR013012
 Bungalow/Brick house,8633,-,8633,North Okkalapa,MMR013012
 Semi-pacca house,10642,-,10642,North Okkalapa,MMR013012
 Wooden house,36459,-,36459,North Okkalapa,MMR013012
 Bamboo,5679,-,5679,North Okkalapa,MMR013012
 Hut 2 - 3 years,430,-,430,North Okkalapa,MMR013012
 Hut 1 year,90,-,90,North Okkalapa,MMR013012
 Other,727,-,727,North Okkalapa,MMR013012
 Total,64756,-,64756,North Okkalapa,MMR013012
