Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,530,165,695,Pyu,MMR007012
 Bungalow/Brick house,1749,1452,3201,Pyu,MMR007012
 Semi-pacca house,1695,3327,5022,Pyu,MMR007012
 Wooden house,6831,22083,28914,Pyu,MMR007012
 Bamboo,2475,11468,13943,Pyu,MMR007012
 Hut 2 - 3 years,220,1443,1663,Pyu,MMR007012
 Hut 1 year,58,691,749,Pyu,MMR007012
 Other,269,475,744,Pyu,MMR007012
 Total,13827,41104,54931,Pyu,MMR007012
