Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,21,2,23,Tada(ST),MMR013024
 Bungalow/Brick house,45,51,96,Tada(ST),MMR013024
 Semi-pacca house,142,159,301,Tada(ST),MMR013024
 Wooden house,1080,2194,3274,Tada(ST),MMR013024
 Bamboo,1168,4179,5347,Tada(ST),MMR013024
 Hut 2 - 3 years,23,281,304,Tada(ST),MMR013024
 Hut 1 year,8,115,123,Tada(ST),MMR013024
 Other,3,22,25,Tada(ST),MMR013024
 Total,2490,7003,9493,Tada(ST),MMR013024
