Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,8522,-,8522,Kyimyindine,MMR013038
 Bungalow/Brick house,1514,-,1514,Kyimyindine,MMR013038
 Semi-pacca house,1687,-,1687,Kyimyindine,MMR013038
 Wooden house,7761,-,7761,Kyimyindine,MMR013038
 Bamboo,3064,-,3064,Kyimyindine,MMR013038
 Hut 2 - 3 years,60,-,60,Kyimyindine,MMR013038
 Hut 1 year,31,-,31,Kyimyindine,MMR013038
 Other,423,-,423,Kyimyindine,MMR013038
 Total,23062,-,23062,Kyimyindine,MMR013038
