Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,1349,1384,2733,Toungoo,MMR007009
 Bungalow/Brick house,3558,1486,5044,Toungoo,MMR007009
 Semi-pacca house,3306,2462,5768,Toungoo,MMR007009
 Wooden house,10662,17016,27678,Toungoo,MMR007009
 Bamboo,2609,11429,14038,Toungoo,MMR007009
 Hut 2 - 3 years,235,892,1127,Toungoo,MMR007009
 Hut 1 year,85,625,710,Toungoo,MMR007009
 Other,96,266,362,Toungoo,MMR007009
 Total,21900,35560,57460,Toungoo,MMR007009
