Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,181,20,201,Monekoe(ST),MMR015009
 Bungalow/Brick house,572,177,749,Monekoe(ST),MMR015009
 Semi-pacca house,269,511,780,Monekoe(ST),MMR015009
 Wooden house,77,410,487,Monekoe(ST),MMR015009
 Bamboo,141,1437,1578,Monekoe(ST),MMR015009
 Hut 2 - 3 years,2,7,9,Monekoe(ST),MMR015009
 Hut 1 year,2,4,6,Monekoe(ST),MMR015009
 Other,225,323,548,Monekoe(ST),MMR015009
 Total,1469,2889,4358,Monekoe(ST),MMR015009
