Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,1931,673,2604,Magway,MMR009001
 Bungalow/Brick house,4179,1950,6129,Magway,MMR009001
 Semi-pacca house,1610,1797,3407,Magway,MMR009001
 Wooden house,2032,16563,18595,Magway,MMR009001
 Bamboo,9823,26244,36067,Magway,MMR009001
 Hut 2 - 3 years,149,975,1124,Magway,MMR009001
 Hut 1 year,58,457,515,Magway,MMR009001
 Other,88,148,236,Magway,MMR009001
 Total,19870,48807,68677,Magway,MMR009001
