Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,3,4,7,Pinlebu,MMR005026
 Bungalow/Brick house,265,304,569,Pinlebu,MMR005026
 Semi-pacca house,120,582,702,Pinlebu,MMR005026
 Wooden house,313,15601,15914,Pinlebu,MMR005026
 Bamboo,743,3799,4542,Pinlebu,MMR005026
 Hut 2 - 3 years,10,94,104,Pinlebu,MMR005026
 Hut 1 year,3,42,45,Pinlebu,MMR005026
 Other,12,5,17,Pinlebu,MMR005026
 Total,1469,20431,21900,Pinlebu,MMR005026
