Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,15,393,408,Naungtayar(ST),MMR014009
 Bungalow/Brick house,586,2754,3340,Naungtayar(ST),MMR014009
 Semi-pacca house,60,1426,1486,Naungtayar(ST),MMR014009
 Wooden house,26,3709,3735,Naungtayar(ST),MMR014009
 Bamboo,291,6756,7047,Naungtayar(ST),MMR014009
 Hut 2 - 3 years,1,50,51,Naungtayar(ST),MMR014009
 Hut 1 year,-,11,11,Naungtayar(ST),MMR014009
 Other,-,501,501,Naungtayar(ST),MMR014009
 Total,979,15600,16579,Naungtayar(ST),MMR014009
