Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,793,488,1281,Dawei,MMR006001
 Bungalow/Brick house,2415,767,3182,Dawei,MMR006001
 Semi-pacca house,2632,811,3443,Dawei,MMR006001
 Wooden house,7402,5018,12420,Dawei,MMR006001
 Bamboo,1925,2239,4164,Dawei,MMR006001
 Hut 2 - 3 years,59,143,202,Dawei,MMR006001
 Hut 1 year,12,42,54,Dawei,MMR006001
 Other,144,53,197,Dawei,MMR006001
 Total,15382,9561,24943,Dawei,MMR006001
