Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,775,16,791,Dagon Myothit(East),MMR013020
 Bungalow/Brick house,3250,30,3280,Dagon Myothit(East),MMR013020
 Semi-pacca house,2847,46,2893,Dagon Myothit(East),MMR013020
 Wooden house,16689,772,17461,Dagon Myothit(East),MMR013020
 Bamboo,6588,906,7494,Dagon Myothit(East),MMR013020
 Hut 2 - 3 years,630,115,745,Dagon Myothit(East),MMR013020
 Hut 1 year,484,89,573,Dagon Myothit(East),MMR013020
 Other,632,44,676,Dagon Myothit(East),MMR013020
 Total,31895,2018,33913,Dagon Myothit(East),MMR013020
