Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,434,76,510,Myingyan,MMR010017
 Bungalow/Brick house,1664,1557,3221,Myingyan,MMR010017
 Semi-pacca house,764,1086,1850,Myingyan,MMR010017
 Wooden house,2730,11671,14401,Myingyan,MMR010017
 Bamboo,12985,27738,40723,Myingyan,MMR010017
 Hut 2 - 3 years,156,969,1125,Myingyan,MMR010017
 Hut 1 year,125,139,264,Myingyan,MMR010017
 Other,39,207,246,Myingyan,MMR010017
 Total,18897,43443,62340,Myingyan,MMR010017
