Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,169,12,181,Gwa,MMR012017
 Bungalow/Brick house,97,43,140,Gwa,MMR012017
 Semi-pacca house,138,96,234,Gwa,MMR012017
 Wooden house,1478,6119,7597,Gwa,MMR012017
 Bamboo,521,1914,2435,Gwa,MMR012017
 Hut 2 - 3 years,53,314,367,Gwa,MMR012017
 Hut 1 year,29,236,265,Gwa,MMR012017
 Other,3,23,26,Gwa,MMR012017
 Total,2488,8757,11245,Gwa,MMR012017
