Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,22,136,158,Htantabin,MMR013006
 Bungalow/Brick house,109,511,620,Htantabin,MMR013006
 Semi-pacca house,110,981,1091,Htantabin,MMR013006
 Wooden house,1091,14850,15941,Htantabin,MMR013006
 Bamboo,536,14671,15207,Htantabin,MMR013006
 Hut 2 - 3 years,32,389,421,Htantabin,MMR013006
 Hut 1 year,57,278,335,Htantabin,MMR013006
 Other,99,339,438,Htantabin,MMR013006
 Total,2056,32155,34211,Htantabin,MMR013006
