Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,100,1,101,Tamu,MMR005030
 Bungalow/Brick house,457,12,469,Tamu,MMR005030
 Semi-pacca house,711,76,787,Tamu,MMR005030
 Wooden house,3640,1396,5036,Tamu,MMR005030
 Bamboo,4001,1461,5462,Tamu,MMR005030
 Hut 2 - 3 years,50,15,65,Tamu,MMR005030
 Hut 1 year,17,20,37,Tamu,MMR005030
 Other,13,16,29,Tamu,MMR005030
 Total,8989,2997,11986,Tamu,MMR005030
