Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,82,226,308,Yesagyo,MMR009019
 Bungalow/Brick house,307,1247,1554,Yesagyo,MMR009019
 Semi-pacca house,197,1553,1750,Yesagyo,MMR009019
 Wooden house,669,11455,12124,Yesagyo,MMR009019
 Bamboo,3491,24868,28359,Yesagyo,MMR009019
 Hut 2 - 3 years,115,2589,2704,Yesagyo,MMR009019
 Hut 1 year,31,333,364,Yesagyo,MMR009019
 Other,7,162,169,Yesagyo,MMR009019
 Total,4899,42433,47332,Yesagyo,MMR009019
