Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,72,8,80,Maukme`,MMR014020
 Bungalow/Brick house,228,230,458,Maukme`,MMR014020
 Semi-pacca house,375,457,832,Maukme`,MMR014020
 Wooden house,349,1952,2301,Maukme`,MMR014020
 Bamboo,153,3280,3433,Maukme`,MMR014020
 Hut 2 - 3 years,7,25,32,Maukme`,MMR014020
 Hut 1 year,8,4,12,Maukme`,MMR014020
 Other,-,46,46,Maukme`,MMR014020
 Total,1192,6002,7194,Maukme`,MMR014020
