Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,2,374,376,Ngape,MMR009009
 Bungalow/Brick house,78,174,252,Ngape,MMR009009
 Semi-pacca house,106,251,357,Ngape,MMR009009
 Wooden house,110,4213,4323,Ngape,MMR009009
 Bamboo,678,6285,6963,Ngape,MMR009009
 Hut 2 - 3 years,1,127,128,Ngape,MMR009009
 Hut 1 year,-,49,49,Ngape,MMR009009
 Other,4,5,9,Ngape,MMR009009
 Total,979,11478,12457,Ngape,MMR009009
