Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,165,89,254,Katha,MMR005020
 Bungalow/Brick house,621,559,1180,Katha,MMR005020
 Semi-pacca house,533,617,1150,Katha,MMR005020
 Wooden house,3054,17706,20760,Katha,MMR005020
 Bamboo,843,6968,7811,Katha,MMR005020
 Hut 2 - 3 years,27,532,559,Katha,MMR005020
 Hut 1 year,5,183,188,Katha,MMR005020
 Other,15,44,59,Katha,MMR005020
 Total,5263,26698,31961,Katha,MMR005020
