Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,24,563,587,Thapaung,MMR017003
 Bungalow/Brick house,73,168,241,Thapaung,MMR017003
 Semi-pacca house,153,312,465,Thapaung,MMR017003
 Wooden house,1149,20357,21506,Thapaung,MMR017003
 Bamboo,302,12201,12503,Thapaung,MMR017003
 Hut 2 - 3 years,21,1082,1103,Thapaung,MMR017003
 Hut 1 year,12,609,621,Thapaung,MMR017003
 Other,6,205,211,Thapaung,MMR017003
 Total,1740,35497,37237,Thapaung,MMR017003
