Type_residence,Urban_Rural_Urban,Urban_Rural_Rural,Urban_Rural_Total,Township,MIMU_code
 Condominium/Apartment/Flat,34,123,157,Pauk,MMR009021
 Bungalow/Brick house,104,485,589,Pauk,MMR009021
 Semi-pacca house,130,1061,1191,Pauk,MMR009021
 Wooden house,253,15560,15813,Pauk,MMR009021
 Bamboo,1177,18927,20104,Pauk,MMR009021
 Hut 2 - 3 years,-,800,800,Pauk,MMR009021
 Hut 1 year,1,195,196,Pauk,MMR009021
 Other,2,113,115,Pauk,MMR009021
 Total,1701,37264,38965,Pauk,MMR009021
